x,y,lie
16.894176971275016,137.90160969260887,rough
-11.105823028724984,145.90160969260887,rough
3.894176971275016,145.90160969260887,rough
18.894176971275016,140.90160969260887,rough
7.894176971275016,125.90160969260889,rough
-4.105823028724984,139.90160969260887,rough
-19.105823028724984,145.90160969260887,rough
-0.1058230287249841,143.90160969260887,rough
-13.105823028724984,144.90160969260887,rough
7.894176971275016,138.90160969260887,rough
3.894176971275016,142.90160969260887,rough
15.894176971275016,132.90160969260887,rough
4.894176971275016,129.90160969260887,rough
18.894176971275016,136.90160969260887,rough
18.894176971275016,121.90160969260889,rough
4.894176971275016,141.90160969260887,rough
0.8941769712750158,133.90160969260887,rough
2.894176971275016,138.90160969260887,rough
-5.105823028724984,132.90160969260887,rough
2.894176971275016,144.90160969260887,rough
-8.105823028724984,140.90160969260887,rough
2.894176971275016,146.90160969260887,rough
14.894176971275016,121.90160969260889,rough
-4.105823028724984,143.90160969260887,rough
-13.105823028724984,147.90160969260887,rough
5.894176971275016,134.90160969260887,rough
-1.1058230287249842,145.90160969260887,rough
-3.105823028724984,141.90160969260887,rough
18.894176971275016,132.90160969260887,rough
17.894176971275016,120.90160969260889,rough
15.894176971275016,120.90160969260889,rough
8.894176971275016,127.90160969260889,rough
1.894176971275016,141.90160969260887,rough
5.894176971275016,132.90160969260887,rough
-3.105823028724984,131.90160969260887,rough
11.894176971275016,141.90160969260887,rough
18.894176971275016,131.90160969260887,rough
11.894176971275016,119.90160969260889,rough
5.894176971275016,132.90160969260887,rough
-4.105823028724984,136.90160969260887,rough
5.894176971275016,133.90160969260887,rough
11.894176971275016,126.90160969260889,rough
-4.105823028724984,134.90160969260887,rough
11.894176971275016,131.90160969260887,rough
5.894176971275016,136.90160969260887,rough
17.894176971275016,133.90160969260887,rough
-2.105823028724984,148.90160969260887,rough
9.894176971275016,144.90160969260887,rough
5.894176971275016,136.90160969260887,rough
10.894176971275016,129.90160969260887,rough
-13.105823028724984,131.90160969260887,rough
-1.1058230287249842,142.90160969260887,rough
18.894176971275016,122.90160969260889,rough
11.894176971275016,126.90160969260889,rough
10.894176971275016,123.90160969260889,rough
5.894176971275016,133.90160969260887,rough
1.894176971275016,128.90160969260887,rough
18.894176971275016,131.90160969260887,rough
18.894176971275016,135.90160969260887,rough
4.894176971275016,137.90160969260887,rough
-8.105823028724984,139.90160969260887,rough
-13.105823028724984,136.90160969260887,rough
1.894176971275016,138.90160969260887,rough
7.894176971275016,122.90160969260889,rough
-8.105823028724984,134.90160969260887,rough
-6.105823028724984,137.90160969260887,rough
0.8941769712750158,147.90160969260887,rough
10.894176971275016,129.90160969260887,rough
1.894176971275016,131.90160969260887,rough
-7.105823028724984,134.90160969260887,rough
17.894176971275016,128.90160969260887,rough
18.894176971275016,126.90160969260889,rough
-13.105823028724984,132.90160969260887,rough
18.894176971275016,136.90160969260887,rough
-0.1058230287249841,130.90160969260887,rough
16.894176971275016,120.90160969260889,rough
6.894176971275016,137.90160969260887,rough
13.894176971275016,130.90160969260887,rough
-5.105823028724984,142.90160969260887,rough
8.894176971275016,133.90160969260887,rough
18.894176971275016,138.90160969260887,rough
1.894176971275016,127.90160969260889,rough
8.894176971275016,139.90160969260887,rough
-9.105823028724984,136.90160969260887,rough
16.894176971275016,139.90160969260887,rough
8.894176971275016,129.90160969260887,rough
-7.105823028724984,138.90160969260887,rough
11.894176971275016,137.90160969260887,rough
-21.105823028724984,133.90160969260887,rough
0.8941769712750158,143.90160969260887,rough
-10.105823028724984,131.90160969260887,rough
9.894176971275016,127.90160969260889,rough
-19.105823028724984,130.90160969260887,rough
-5.105823028724984,141.90160969260887,rough
3.894176971275016,145.90160969260887,rough
1.894176971275016,129.90160969260887,rough
-3.105823028724984,135.90160969260887,rough
11.894176971275016,138.90160969260887,rough
-6.105823028724984,140.90160969260887,rough
12.894176971275016,132.90160969260887,rough
